"steps" "date" "interval" "date2" "dailyMean"
"87" 37.3825995807128 2012-10-01 710 1 37.3825995807128
"88" 37.3825995807128 2012-10-01 715 1 37.3825995807128
"89" 37.3825995807128 2012-10-01 720 1 37.3825995807128
"90" 37.3825995807128 2012-10-01 725 1 37.3825995807128
"91" 37.3825995807128 2012-10-01 730 1 37.3825995807128
"92" 37.3825995807128 2012-10-01 735 1 37.3825995807128
"93" 37.3825995807128 2012-10-01 740 1 37.3825995807128
"94" 37.3825995807128 2012-10-01 745 1 37.3825995807128
"95" 37.3825995807128 2012-10-01 750 1 37.3825995807128
"96" 37.3825995807128 2012-10-01 755 1 37.3825995807128
"97" 37.3825995807128 2012-10-01 800 1 37.3825995807128
"98" 37.3825995807128 2012-10-01 805 1 37.3825995807128
"99" 37.3825995807128 2012-10-01 810 1 37.3825995807128
"100" 37.3825995807128 2012-10-01 815 1 37.3825995807128
"101" 37.3825995807128 2012-10-01 820 1 37.3825995807128
"102" 37.3825995807128 2012-10-01 825 1 37.3825995807128
"103" 37.3825995807128 2012-10-01 830 1 37.3825995807128
"104" 37.3825995807128 2012-10-01 835 1 37.3825995807128
"105" 37.3825995807128 2012-10-01 840 1 37.3825995807128
"106" 37.3825995807128 2012-10-01 845 1 37.3825995807128
"107" 37.3825995807128 2012-10-01 850 1 37.3825995807128
"108" 37.3825995807128 2012-10-01 855 1 37.3825995807128
"109" 37.3825995807128 2012-10-01 900 1 37.3825995807128
"110" 37.3825995807128 2012-10-01 905 1 37.3825995807128
"111" 37.3825995807128 2012-10-01 910 1 37.3825995807128
"112" 37.3825995807128 2012-10-01 915 1 37.3825995807128
"113" 37.3825995807128 2012-10-01 920 1 37.3825995807128
"114" 37.3825995807128 2012-10-01 925 1 37.3825995807128
"115" 37.3825995807128 2012-10-01 930 1 37.3825995807128
"116" 37.3825995807128 2012-10-01 935 1 37.3825995807128
"117" 37.3825995807128 2012-10-01 940 1 37.3825995807128
"118" 37.3825995807128 2012-10-01 945 1 37.3825995807128
"119" 37.3825995807128 2012-10-01 950 1 37.3825995807128
"120" 37.3825995807128 2012-10-01 955 1 37.3825995807128
"121" 37.3825995807128 2012-10-01 1000 1 37.3825995807128
"122" 37.3825995807128 2012-10-01 1005 1 37.3825995807128
"123" 37.3825995807128 2012-10-01 1010 1 37.3825995807128
"124" 37.3825995807128 2012-10-01 1015 1 37.3825995807128
"125" 37.3825995807128 2012-10-01 1020 1 37.3825995807128
"126" 37.3825995807128 2012-10-01 1025 1 37.3825995807128
"127" 37.3825995807128 2012-10-01 1030 1 37.3825995807128
"128" 37.3825995807128 2012-10-01 1035 1 37.3825995807128
"129" 37.3825995807128 2012-10-01 1040 1 37.3825995807128
"130" 37.3825995807128 2012-10-01 1045 1 37.3825995807128
"131" 37.3825995807128 2012-10-01 1050 1 37.3825995807128
"132" 37.3825995807128 2012-10-01 1055 1 37.3825995807128
"133" 37.3825995807128 2012-10-01 1100 1 37.3825995807128
"134" 37.3825995807128 2012-10-01 1105 1 37.3825995807128
"135" 37.3825995807128 2012-10-01 1110 1 37.3825995807128
"136" 37.3825995807128 2012-10-01 1115 1 37.3825995807128
"137" 37.3825995807128 2012-10-01 1120 1 37.3825995807128
"138" 37.3825995807128 2012-10-01 1125 1 37.3825995807128
"139" 37.3825995807128 2012-10-01 1130 1 37.3825995807128
"140" 37.3825995807128 2012-10-01 1135 1 37.3825995807128
"141" 37.3825995807128 2012-10-01 1140 1 37.3825995807128
"142" 37.3825995807128 2012-10-01 1145 1 37.3825995807128
"143" 37.3825995807128 2012-10-01 1150 1 37.3825995807128
"144" 37.3825995807128 2012-10-01 1155 1 37.3825995807128
"145" 37.3825995807128 2012-10-01 1200 1 37.3825995807128
"146" 37.3825995807128 2012-10-01 1205 1 37.3825995807128
"147" 37.3825995807128 2012-10-01 1210 1 37.3825995807128
"148" 37.3825995807128 2012-10-01 1215 1 37.3825995807128
"149" 37.3825995807128 2012-10-01 1220 1 37.3825995807128
"150" 37.3825995807128 2012-10-01 1225 1 37.3825995807128
"151" 37.3825995807128 2012-10-01 1230 1 37.3825995807128
"152" 37.3825995807128 2012-10-01 1235 1 37.3825995807128
"153" 37.3825995807128 2012-10-01 1240 1 37.3825995807128
"154" 37.3825995807128 2012-10-01 1245 1 37.3825995807128
"155" 37.3825995807128 2012-10-01 1250 1 37.3825995807128
"156" 37.3825995807128 2012-10-01 1255 1 37.3825995807128
"157" 37.3825995807128 2012-10-01 1300 1 37.3825995807128
"158" 37.3825995807128 2012-10-01 1305 1 37.3825995807128
"159" 37.3825995807128 2012-10-01 1310 1 37.3825995807128
"160" 37.3825995807128 2012-10-01 1315 1 37.3825995807128
"161" 37.3825995807128 2012-10-01 1320 1 37.3825995807128
"162" 37.3825995807128 2012-10-01 1325 1 37.3825995807128
"163" 37.3825995807128 2012-10-01 1330 1 37.3825995807128
"164" 37.3825995807128 2012-10-01 1335 1 37.3825995807128
"165" 37.3825995807128 2012-10-01 1340 1 37.3825995807128
"166" 37.3825995807128 2012-10-01 1345 1 37.3825995807128
"167" 37.3825995807128 2012-10-01 1350 1 37.3825995807128
"168" 37.3825995807128 2012-10-01 1355 1 37.3825995807128
"169" 37.3825995807128 2012-10-01 1400 1 37.3825995807128
"170" 37.3825995807128 2012-10-01 1405 1 37.3825995807128
"171" 37.3825995807128 2012-10-01 1410 1 37.3825995807128
"172" 37.3825995807128 2012-10-01 1415 1 37.3825995807128
"173" 37.3825995807128 2012-10-01 1420 1 37.3825995807128
"174" 37.3825995807128 2012-10-01 1425 1 37.3825995807128
"175" 37.3825995807128 2012-10-01 1430 1 37.3825995807128
"176" 37.3825995807128 2012-10-01 1435 1 37.3825995807128
"177" 37.3825995807128 2012-10-01 1440 1 37.3825995807128
"178" 37.3825995807128 2012-10-01 1445 1 37.3825995807128
"179" 37.3825995807128 2012-10-01 1450 1 37.3825995807128
"180" 37.3825995807128 2012-10-01 1455 1 37.3825995807128
"181" 37.3825995807128 2012-10-01 1500 1 37.3825995807128
"182" 37.3825995807128 2012-10-01 1505 1 37.3825995807128
"183" 37.3825995807128 2012-10-01 1510 1 37.3825995807128
"184" 37.3825995807128 2012-10-01 1515 1 37.3825995807128
"185" 37.3825995807128 2012-10-01 1520 1 37.3825995807128
"186" 37.3825995807128 2012-10-01 1525 1 37.3825995807128
"187" 37.3825995807128 2012-10-01 1530 1 37.3825995807128
"188" 37.3825995807128 2012-10-01 1535 1 37.3825995807128
"189" 37.3825995807128 2012-10-01 1540 1 37.3825995807128
"190" 37.3825995807128 2012-10-01 1545 1 37.3825995807128
"191" 37.3825995807128 2012-10-01 1550 1 37.3825995807128
"192" 37.3825995807128 2012-10-01 1555 1 37.3825995807128
"193" 37.3825995807128 2012-10-01 1600 1 37.3825995807128
"194" 37.3825995807128 2012-10-01 1605 1 37.3825995807128
"195" 37.3825995807128 2012-10-01 1610 1 37.3825995807128
"196" 37.3825995807128 2012-10-01 1615 1 37.3825995807128
"197" 37.3825995807128 2012-10-01 1620 1 37.3825995807128
"198" 37.3825995807128 2012-10-01 1625 1 37.3825995807128
"199" 37.3825995807128 2012-10-01 1630 1 37.3825995807128
"200" 37.3825995807128 2012-10-01 1635 1 37.3825995807128
"201" 37.3825995807128 2012-10-01 1640 1 37.3825995807128
"202" 37.3825995807128 2012-10-01 1645 1 37.3825995807128
"203" 37.3825995807128 2012-10-01 1650 1 37.3825995807128
"204" 37.3825995807128 2012-10-01 1655 1 37.3825995807128
"205" 37.3825995807128 2012-10-01 1700 1 37.3825995807128
"206" 37.3825995807128 2012-10-01 1705 1 37.3825995807128
"207" 37.3825995807128 2012-10-01 1710 1 37.3825995807128
"208" 37.3825995807128 2012-10-01 1715 1 37.3825995807128
"209" 37.3825995807128 2012-10-01 1720 1 37.3825995807128
"210" 37.3825995807128 2012-10-01 1725 1 37.3825995807128
"211" 37.3825995807128 2012-10-01 1730 1 37.3825995807128
"212" 37.3825995807128 2012-10-01 1735 1 37.3825995807128
"213" 37.3825995807128 2012-10-01 1740 1 37.3825995807128
"214" 37.3825995807128 2012-10-01 1745 1 37.3825995807128
"215" 37.3825995807128 2012-10-01 1750 1 37.3825995807128
"216" 37.3825995807128 2012-10-01 1755 1 37.3825995807128
"217" 37.3825995807128 2012-10-01 1800 1 37.3825995807128
"218" 37.3825995807128 2012-10-01 1805 1 37.3825995807128
"219" 37.3825995807128 2012-10-01 1810 1 37.3825995807128
"220" 37.3825995807128 2012-10-01 1815 1 37.3825995807128
"221" 37.3825995807128 2012-10-01 1820 1 37.3825995807128
"222" 37.3825995807128 2012-10-01 1825 1 37.3825995807128
"223" 37.3825995807128 2012-10-01 1830 1 37.3825995807128
"224" 37.3825995807128 2012-10-01 1835 1 37.3825995807128
"225" 37.3825995807128 2012-10-01 1840 1 37.3825995807128
"226" 37.3825995807128 2012-10-01 1845 1 37.3825995807128
"227" 37.3825995807128 2012-10-01 1850 1 37.3825995807128
"228" 37.3825995807128 2012-10-01 1855 1 37.3825995807128
"229" 37.3825995807128 2012-10-01 1900 1 37.3825995807128
"230" 37.3825995807128 2012-10-01 1905 1 37.3825995807128
"231" 37.3825995807128 2012-10-01 1910 1 37.3825995807128
"232" 37.3825995807128 2012-10-01 1915 1 37.3825995807128
"233" 37.3825995807128 2012-10-01 1920 1 37.3825995807128
"234" 37.3825995807128 2012-10-01 1925 1 37.3825995807128
"235" 37.3825995807128 2012-10-01 1930 1 37.3825995807128
"236" 37.3825995807128 2012-10-01 1935 1 37.3825995807128
"237" 37.3825995807128 2012-10-01 1940 1 37.3825995807128
"238" 37.3825995807128 2012-10-01 1945 1 37.3825995807128
"239" 37.3825995807128 2012-10-01 1950 1 37.3825995807128
"240" 37.3825995807128 2012-10-01 1955 1 37.3825995807128
"241" 37.3825995807128 2012-10-01 2000 1 37.3825995807128
"242" 37.3825995807128 2012-10-01 2005 1 37.3825995807128
"243" 37.3825995807128 2012-10-01 2010 1 37.3825995807128
"244" 37.3825995807128 2012-10-01 2015 1 37.3825995807128
"245" 37.3825995807128 2012-10-01 2020 1 37.3825995807128
"246" 37.3825995807128 2012-10-01 2025 1 37.3825995807128
"247" 37.3825995807128 2012-10-01 2030 1 37.3825995807128
"248" 37.3825995807128 2012-10-01 2035 1 37.3825995807128
"249" 37.3825995807128 2012-10-01 2040 1 37.3825995807128
"250" 37.3825995807128 2012-10-01 2045 1 37.3825995807128
"251" 37.3825995807128 2012-10-01 2050 1 37.3825995807128
"252" 37.3825995807128 2012-10-01 2055 1 37.3825995807128
"253" 37.3825995807128 2012-10-01 2100 1 37.3825995807128
"254" 37.3825995807128 2012-10-01 2105 1 37.3825995807128
"255" 37.3825995807128 2012-10-01 2110 1 37.3825995807128
"256" 37.3825995807128 2012-10-01 2115 1 37.3825995807128
"257" 37.3825995807128 2012-10-01 2120 1 37.3825995807128
"258" 37.3825995807128 2012-10-01 2125 1 37.3825995807128
"259" 37.3825995807128 2012-10-01 2130 1 37.3825995807128
"260" 37.3825995807128 2012-10-01 2135 1 37.3825995807128
"261" 37.3825995807128 2012-10-01 2140 1 37.3825995807128
"262" 37.3825995807128 2012-10-01 2145 1 37.3825995807128
"263" 37.3825995807128 2012-10-01 2150 1 37.3825995807128
"264" 37.3825995807128 2012-10-01 2155 1 37.3825995807128
"265" 37.3825995807128 2012-10-01 2200 1 37.3825995807128
"266" 37.3825995807128 2012-10-01 2205 1 37.3825995807128
"267" 37.3825995807128 2012-10-01 2210 1 37.3825995807128
"268" 37.3825995807128 2012-10-01 2215 1 37.3825995807128
"269" 37.3825995807128 2012-10-01 2220 1 37.3825995807128
"270" 37.3825995807128 2012-10-01 2225 1 37.3825995807128
"271" 37.3825995807128 2012-10-01 2230 1 37.3825995807128
"272" 37.3825995807128 2012-10-01 2235 1 37.3825995807128
"273" 37.3825995807128 2012-10-01 2240 1 37.3825995807128
"274" 37.3825995807128 2012-10-01 2245 1 37.3825995807128
"275" 37.3825995807128 2012-10-01 2250 1 37.3825995807128
"276" 37.3825995807128 2012-10-01 2255 1 37.3825995807128
"277" 37.3825995807128 2012-10-01 2300 1 37.3825995807128
"278" 37.3825995807128 2012-10-01 2305 1 37.3825995807128
"279" 37.3825995807128 2012-10-01 2310 1 37.3825995807128
"280" 37.3825995807128 2012-10-01 2315 1 37.3825995807128
"281" 37.3825995807128 2012-10-01 2320 1 37.3825995807128
"282" 37.3825995807128 2012-10-01 2325 1 37.3825995807128
"283" 37.3825995807128 2012-10-01 2330 1 37.3825995807128
"284" 37.3825995807128 2012-10-01 2335 1 37.3825995807128
"285" 37.3825995807128 2012-10-01 2340 1 37.3825995807128
"286" 37.3825995807128 2012-10-01 2345 1 37.3825995807128
"287" 37.3825995807128 2012-10-01 2350 1 37.3825995807128
"288" 37.3825995807128 2012-10-01 2355 1 37.3825995807128
"289" 0 2012-10-02 0 2 0.4375
"290" 0 2012-10-02 5 2 0.4375
"291" 0 2012-10-02 10 2 0.4375
"292" 0 2012-10-02 15 2 0.4375
"293" 0 2012-10-02 20 2 0.4375
"294" 0 2012-10-02 25 2 0.4375
"295" 0 2012-10-02 30 2 0.4375
"296" 0 2012-10-02 35 2 0.4375
"297" 0 2012-10-02 40 2 0.4375
"298" 0 2012-10-02 45 2 0.4375
"299" 0 2012-10-02 50 2 0.4375
"300" 0 2012-10-02 55 2 0.4375
"301" 0 2012-10-02 100 2 0.4375
"302" 0 2012-10-02 105 2 0.4375
"303" 0 2012-10-02 110 2 0.4375
"304" 0 2012-10-02 115 2 0.4375
"305" 0 2012-10-02 120 2 0.4375
"306" 0 2012-10-02 125 2 0.4375
"307" 0 2012-10-02 130 2 0.4375
"308" 0 2012-10-02 135 2 0.4375
"309" 0 2012-10-02 140 2 0.4375
"310" 0 2012-10-02 145 2 0.4375
"311" 0 2012-10-02 150 2 0.4375
"312" 0 2012-10-02 155 2 0.4375
"313" 0 2012-10-02 200 2 0.4375
"314" 0 2012-10-02 205 2 0.4375
"315" 0 2012-10-02 210 2 0.4375
"316" 0 2012-10-02 215 2 0.4375
"317" 0 2012-10-02 220 2 0.4375
"318" 0 2012-10-02 225 2 0.4375
"319" 0 2012-10-02 230 2 0.4375
"320" 0 2012-10-02 235 2 0.4375
"321" 0 2012-10-02 240 2 0.4375
"322" 0 2012-10-02 245 2 0.4375
"323" 0 2012-10-02 250 2 0.4375
"324" 0 2012-10-02 255 2 0.4375
"325" 0 2012-10-02 300 2 0.4375
"326" 0 2012-10-02 305 2 0.4375
"327" 0 2012-10-02 310 2 0.4375
"328" 0 2012-10-02 315 2 0.4375
"329" 0 2012-10-02 320 2 0.4375
"330" 0 2012-10-02 325 2 0.4375
"331" 0 2012-10-02 330 2 0.4375
"332" 0 2012-10-02 335 2 0.4375
"333" 0 2012-10-02 340 2 0.4375
"334" 0 2012-10-02 345 2 0.4375
"335" 0 2012-10-02 350 2 0.4375
"336" 0 2012-10-02 355 2 0.4375
"337" 0 2012-10-02 400 2 0.4375
"338" 0 2012-10-02 405 2 0.4375
"339" 0 2012-10-02 410 2 0.4375
"340" 0 2012-10-02 415 2 0.4375
"341" 0 2012-10-02 420 2 0.4375
"342" 0 2012-10-02 425 2 0.4375
"343" 0 2012-10-02 430 2 0.4375
"344" 0 2012-10-02 435 2 0.4375
"345" 0 2012-10-02 440 2 0.4375
"346" 0 2012-10-02 445 2 0.4375
"347" 0 2012-10-02 450 2 0.4375
"348" 0 2012-10-02 455 2 0.4375
"349" 0 2012-10-02 500 2 0.4375
"350" 0 2012-10-02 505 2 0.4375
"351" 0 2012-10-02 510 2 0.4375
"352" 0 2012-10-02 515 2 0.4375
"353" 0 2012-10-02 520 2 0.4375
"354" 0 2012-10-02 525 2 0.4375
"355" 0 2012-10-02 530 2 0.4375
"356" 0 2012-10-02 535 2 0.4375
"357" 0 2012-10-02 540 2 0.4375
"358" 0 2012-10-02 545 2 0.4375
"359" 0 2012-10-02 550 2 0.4375
"360" 0 2012-10-02 555 2 0.4375
"361" 0 2012-10-02 600 2 0.4375
"362" 0 2012-10-02 605 2 0.4375
"363" 0 2012-10-02 610 2 0.4375
"364" 0 2012-10-02 615 2 0.4375
"365" 0 2012-10-02 620 2 0.4375
"366" 0 2012-10-02 625 2 0.4375
"367" 0 2012-10-02 630 2 0.4375
"368" 0 2012-10-02 635 2 0.4375
"369" 0 2012-10-02 640 2 0.4375
"370" 0 2012-10-02 645 2 0.4375
"371" 0 2012-10-02 650 2 0.4375
"372" 0 2012-10-02 655 2 0.4375
"373" 0 2012-10-02 700 2 0.4375
"374" 0 2012-10-02 705 2 0.4375
"375" 0 2012-10-02 710 2 0.4375
"376" 0 2012-10-02 715 2 0.4375
"377" 0 2012-10-02 720 2 0.4375
"378" 0 2012-10-02 725 2 0.4375
"379" 0 2012-10-02 730 2 0.4375
"380" 0 2012-10-02 735 2 0.4375
"381" 0 2012-10-02 740 2 0.4375
"382" 0 2012-10-02 745 2 0.4375
"383" 0 2012-10-02 750 2 0.4375
"384" 0 2012-10-02 755 2 0.4375
"385" 0 2012-10-02 800 2 0.4375
"386" 0 2012-10-02 805 2 0.4375
"387" 0 2012-10-02 810 2 0.4375
"388" 0 2012-10-02 815 2 0.4375
"389" 0 2012-10-02 820 2 0.4375
"390" 0 2012-10-02 825 2 0.4375
"391" 0 2012-10-02 830 2 0.4375
"392" 0 2012-10-02 835 2 0.4375
"393" 0 2012-10-02 840 2 0.4375
"394" 0 2012-10-02 845 2 0.4375
"395" 0 2012-10-02 850 2 0.4375
"396" 0 2012-10-02 855 2 0.4375
"397" 0 2012-10-02 900 2 0.4375
"398" 0 2012-10-02 905 2 0.4375
"399" 0 2012-10-02 910 2 0.4375
"400" 0 2012-10-02 915 2 0.4375
"401" 0 2012-10-02 920 2 0.4375
"402" 0 2012-10-02 925 2 0.4375
"403" 0 2012-10-02 930 2 0.4375
"404" 0 2012-10-02 935 2 0.4375
"405" 0 2012-10-02 940 2 0.4375
"406" 0 2012-10-02 945 2 0.4375
"407" 0 2012-10-02 950 2 0.4375
"408" 0 2012-10-02 955 2 0.4375
"409" 0 2012-10-02 1000 2 0.4375
"410" 0 2012-10-02 1005 2 0.4375
"411" 0 2012-10-02 1010 2 0.4375
"412" 0 2012-10-02 1015 2 0.4375
"413" 0 2012-10-02 1020 2 0.4375
"414" 0 2012-10-02 1025 2 0.4375
"415" 0 2012-10-02 1030 2 0.4375
"416" 0 2012-10-02 1035 2 0.4375
"417" 0 2012-10-02 1040 2 0.4375
"418" 0 2012-10-02 1045 2 0.4375
"419" 0 2012-10-02 1050 2 0.4375
"420" 0 2012-10-02 1055 2 0.4375
"421" 0 2012-10-02 1100 2 0.4375
"422" 0 2012-10-02 1105 2 0.4375
"423" 0 2012-10-02 1110 2 0.4375
"424" 0 2012-10-02 1115 2 0.4375
"425" 0 2012-10-02 1120 2 0.4375
"426" 0 2012-10-02 1125 2 0.4375
"427" 0 2012-10-02 1130 2 0.4375
"428" 0 2012-10-02 1135 2 0.4375
"429" 0 2012-10-02 1140 2 0.4375
"430" 0 2012-10-02 1145 2 0.4375
"431" 0 2012-10-02 1150 2 0.4375
"432" 0 2012-10-02 1155 2 0.4375
"433" 0 2012-10-02 1200 2 0.4375
"434" 0 2012-10-02 1205 2 0.4375
"435" 0 2012-10-02 1210 2 0.4375
"436" 0 2012-10-02 1215 2 0.4375
"437" 0 2012-10-02 1220 2 0.4375
"438" 0 2012-10-02 1225 2 0.4375
"439" 0 2012-10-02 1230 2 0.4375
"440" 0 2012-10-02 1235 2 0.4375
"441" 0 2012-10-02 1240 2 0.4375
"442" 0 2012-10-02 1245 2 0.4375
"443" 0 2012-10-02 1250 2 0.4375
"444" 0 2012-10-02 1255 2 0.4375
"445" 0 2012-10-02 1300 2 0.4375
"446" 0 2012-10-02 1305 2 0.4375
"447" 0 2012-10-02 1310 2 0.4375
"448" 0 2012-10-02 1315 2 0.4375
"449" 0 2012-10-02 1320 2 0.4375
"450" 0 2012-10-02 1325 2 0.4375
"451" 0 2012-10-02 1330 2 0.4375
"452" 0 2012-10-02 1335 2 0.4375
"453" 0 2012-10-02 1340 2 0.4375
"454" 0 2012-10-02 1345 2 0.4375
"455" 0 2012-10-02 1350 2 0.4375
"456" 0 2012-10-02 1355 2 0.4375
"457" 0 2012-10-02 1400 2 0.4375
"458" 0 2012-10-02 1405 2 0.4375
"459" 0 2012-10-02 1410 2 0.4375
"460" 0 2012-10-02 1415 2 0.4375
"461" 0 2012-10-02 1420 2 0.4375
"462" 0 2012-10-02 1425 2 0.4375
"463" 0 2012-10-02 1430 2 0.4375
"464" 0 2012-10-02 1435 2 0.4375
"465" 0 2012-10-02 1440 2 0.4375
"466" 0 2012-10-02 1445 2 0.4375
"467" 0 2012-10-02 1450 2 0.4375
"468" 0 2012-10-02 1455 2 0.4375
"469" 0 2012-10-02 1500 2 0.4375
"470" 0 2012-10-02 1505 2 0.4375
"471" 0 2012-10-02 1510 2 0.4375
"472" 0 2012-10-02 1515 2 0.4375
"473" 0 2012-10-02 1520 2 0.4375
"474" 0 2012-10-02 1525 2 0.4375
"475" 0 2012-10-02 1530 2 0.4375
"476" 0 2012-10-02 1535 2 0.4375
"477" 0 2012-10-02 1540 2 0.4375
"478" 0 2012-10-02 1545 2 0.4375
"479" 0 2012-10-02 1550 2 0.4375
"480" 0 2012-10-02 1555 2 0.4375
"481" 0 2012-10-02 1600 2 0.4375
"482" 0 2012-10-02 1605 2 0.4375
"483" 0 2012-10-02 1610 2 0.4375
"484" 0 2012-10-02 1615 2 0.4375
"485" 0 2012-10-02 1620 2 0.4375
"486" 0 2012-10-02 1625 2 0.4375
"487" 0 2012-10-02 1630 2 0.4375
"488" 0 2012-10-02 1635 2 0.4375
"489" 0 2012-10-02 1640 2 0.4375
"490" 0 2012-10-02 1645 2 0.4375
"491" 0 2012-10-02 1650 2 0.4375
"492" 0 2012-10-02 1655 2 0.4375
"493" 0 2012-10-02 1700 2 0.4375
"494" 0 2012-10-02 1705 2 0.4375
"495" 0 2012-10-02 1710 2 0.4375
"496" 0 2012-10-02 1715 2 0.4375
"497" 0 2012-10-02 1720 2 0.4375
"498" 0 2012-10-02 1725 2 0.4375
"499" 0 2012-10-02 1730 2 0.4375
"500" 0 2012-10-02 1735 2 0.4375
"501" 0 2012-10-02 1740 2 0.4375
"502" 0 2012-10-02 1745 2 0.4375
"503" 0 2012-10-02 1750 2 0.4375
"504" 0 2012-10-02 1755 2 0.4375
